Producto,País,Ciudad,Cantidad_total_sacos,Devolución,Moneda,Pedido_ID,Fecha_Pedido,Cliente,Línea_Producto,Venta_Total,Canal_Venta,Costo_Envío,Ruta,Transportista,Devoluciones,Satisfacción_Cliente,Distribuidora,Contacto_Comercial,Tipo_Cliente,Incoterm,Medio_Transporte,Nro_Contenedor,Puerto_Salida
Harina panadera premium (50 kg),Perú,Lima,212,No,PEN,10306,2024-10-14,Bodega Los Olivos,Premium,3488.78,Tienda física,99.71,Ruta Norte,UPS,2,5,Logística Norte SAC,Pedro Castillo,Nacional,,Terrestre,,
Harina panadera premium (50 kg),Perú,Lima,292,No,PEN,10314,2024-10-22,Supermercado El Sol,Premium,1753.06,Distribuidor,125.27,Ruta Norte,FedEx,0,1,Distribuidora Andina Sur,Carmen Vásquez,Nacional,,Terrestre,,
Harina panadera premium (50 kg),Perú,Cusco,400,No,PEN,10327,2024-11-10,Panificadora Andina,Premium,3469.2,Online,231.77,Ruta Norte,UPS,3,4,Harinas Express,Rosa Fernández,Nacional,,Terrestre,,
Harina panadera premium (50 kg),Venezuela,Caracas,258,Sí,USD,10337,2024-11-21,Supermercado Orinoco,Premium,2530.8,Tienda física,171.11,Ruta Norte,UPS,2,5,Logística Integral Perú,Rosa Fernández,Exportación,DAP,Marítimo,CONT-265069,Callao
Harina panadera premium (50 kg),Perú,Chiclayo,239,No,PEN,10350,2024-12-02,Panificadora InkaPan,Premium,2924.32,Online,41.7,Ruta Centro,DHL,1,5,Logística Integral Perú,Luis Gutiérrez,Nacional,,Terrestre,,
Harina panadera premium (50 kg),EEUU,Houston,217,No,USD,10372,2024-01-26,Latin Market Miami,Premium,4496.8,Tienda física,25.05,Ruta Centro,DHL,3,5,Harinas Express,Juan Pérez,Exportación,FOB,Marítimo,CONT-911824,Matarani
Harina panadera premium (50 kg),Perú,Trujillo,210,No,PEN,10384,2024-02-23,Panadería Doña Rosa,Premium,6397.44,Distribuidor,48.65,Ruta Centro,UPS,1,2,Distribuciones Santa Clara,Juan Pérez,Nacional,,Terrestre,,
Harina panadera premium (50 kg),Panamá,Colón,351,No,USD,10397,2024-03-28,Panadería Panamá Viejo,Premium,2577.6,Tienda física,134.94,Ruta Sur,DHL,3,2,Distribuciones Santa Clara,Patricia Salazar,Exportación,DAP,Aéreo,CONT-296465,Matarani
Harina panadera premium (50 kg),Venezuela,Caracas,210,Sí,USD,10414,2024-05-06,Supermercado Orinoco,Premium,3533.62,Distribuidor,281.29,Ruta Centro,DHL,2,5,TransHarinas SAC,Diego Chávez,Exportación,FOB,Marítimo,CONT-760975,Paita
Harina panetonera especial (50 kg),Panamá,Colón,201,No,USD,10106,2024-02-17,Panadería Panamá Viejo,Panetonera,3177.3,Tienda física,198.47,Ruta Centro,FedEx,0,4,TransHarinas SAC,María Torres,Exportación,DAP,Aéreo,CONT-596211,Callao
Harina panetonera especial (50 kg),Perú,Piura,374,No,PEN,10119,2024-04-28,Pastelería El Buen Sabor,Panetonera,2730.06,Distribuidor,244.51,Ruta Sur,DHL,3,3,TransHarinas SAC,Miguel Sánchez,Nacional,,Terrestre,,
Harina panetonera especial (50 kg),Perú,Lima,257,No,PEN,10131,2024-06-16,Pastelería Dulce Hogar,Panetonera,1891.78,Distribuidor,150.58,Ruta Norte,DHL,4,3,Logística Norte SAC,Andrés Quispe,Nacional,,Terrestre,,
Harina panetonera especial (50 kg),Chile,Concepción,390,No,USD,10143,2024-08-10,Panadería La Vega,Panetonera,2612.48,Distribuidor,121.27,Ruta Norte,FedEx,1,1,TransHarinas SAC,Rosa Fernández,Exportación,CIF,Marítimo,CONT-503417,Matarani
Harina panetonera especial (50 kg),Perú,Trujillo,247,No,PEN,10155,2024-10-06,Panadería El Trigal,Panetonera,2925.76,Distribuidor,50.35,Ruta Norte,FedEx,3,3,Distribuciones Santa Clara,María Torres,Nacional,,Terrestre,,
Harina panetonera especial (50 kg),Perú,Chiclayo,274,No,PEN,10167,2024-10-23,Bodega San Martín,Panetonera,2940.02,Online,265.26,Ruta Sur,UPS,1,3,Logística Norte SAC,Juan Pérez,Nacional,,Terrestre,,
Harina panetonera especial (50 kg),Perú,Chiclayo,222,No,PEN,10178,2024-11-08,Panificadora InkaPan,Panetonera,3293.24,Distribuidor,239.28,Ruta Centro,DHL,0,4,Distribuidora Andina Sur,Diego Chávez,Nacional,,Terrestre,,
Harina panetonera especial (50 kg),Perú,Arequipa,245,No,PEN,10186,2024-11-14,Bodega San Martín,Panetonera,2389.68,Online,67.07,Ruta Centro,FedEx,1,3,Logística Norte SAC,Diego Chávez,Nacional,,Terrestre,,
Harina panetonera especial (50 kg),EEUU,Miami,323,No,USD,10197,2024-11-26,Latin Market Miami,Panetonera,2172.48,Online,163.43,Ruta Centro,DHL,1,4,TransHarinas SAC,María Torres,Exportación,FOB,Marítimo,CONT-804706,Matarani
Harina panetonera especial (50 kg),Perú,Trujillo,264,No,PEN,10209,2024-01-09,Panadería San José,Panetonera,2927.43,Distribuidor,156.46,Ruta Centro,UPS,4,2,Logística Integral Perú,Diego Chávez,Nacional,,Terrestre,,
Harina panetonera especial (50 kg),Perú,Cusco,302,Sí,PEN,10222,2024-02-19,Panadería El Trigal,Panetonera,2659.54,Online,195.03,Ruta Sur,DHL,1,4,Harinas Express,Luis Gutiérrez,Nacional,,Terrestre,,
Harina panetonera especial (50 kg),EEUU,Los Ángeles,364,No,USD,10249,2024-05-08,Andes Bakery LA,Panetonera,3838.0,Tienda física,284.93,Ruta Centro,DHL,3,2,Distribuciones Santa Clara,Rosa Fernández,Exportación,FOB,Aéreo,CONT-364511,Paita
Harina panetonera especial (50 kg),Venezuela,Caracas,303,Sí,USD,10262,2024-06-24,Supermercado Orinoco,Panetonera,4142.16,Distribuidor,182.34,Ruta Norte,DHL,1,4,TransHarinas SAC,Ana Rojas,Exportación,FOB,Aéreo,CONT-443930,Matarani
Harina panetonera especial (50 kg),Perú,Piura,360,No,PEN,10274,2024-07-21,Supermercado Túpac Amaru,Panetonera,2172.48,Online,171.26,Ruta Sur,FedEx,2,5,TransHarinas SAC,Miguel Sánchez,Nacional,,Terrestre,,
Harina panetonera especial (50 kg),Perú,Piura,400,No,PEN,10283,2024-08-20,Pastelería Dulce Hogar,Panetonera,1882.8,Distribuidor,34.09,Ruta Sur,FedEx,1,2,Distribuidora Andina Sur,Andrés Quispe,Nacional,,Terrestre,,
Harina panetonera especial (50 kg),Perú,Piura,215,Sí,PEN,10296,2024-09-15,Panadería San José,Panetonera,3477.86,Distribuidor,37.61,Ruta Norte,UPS,2,2,Harinas Express,Lucía Ramírez,Nacional,,Terrestre,,
Harina panetonera especial (50 kg),Colombia,Bogotá,332,No,USD,10307,2024-10-14,Distribuidora Caribe,Panetonera,3323.84,Distribuidor,72.46,Ruta Norte,DHL,1,3,Distribuciones Santa Clara,Juan Pérez,Exportación,CIF,Aéreo,CONT-171106,Matarani
Harina panetonera especial (50 kg),Perú,Piura,321,No,PEN,10316,2024-11-01,Bodega San Martín,Panetonera,4195.8,Online,29.09,Ruta Centro,UPS,1,2,Distribuciones Santa Clara,Patricia Salazar,Nacional,,Terrestre,,
Harina panetonera especial (50 kg),EEUU,Houston,312,No,USD,10328,2024-11-12,Andes Bakery LA,Panetonera,4156.58,Tienda física,228.14,Ruta Norte,UPS,3,4,TransHarinas SAC,Lucía Ramírez,Exportación,FOB,Aéreo,CONT-963645,Callao
Harina panetonera especial (50 kg),Perú,Arequipa,266,No,PEN,10339,2024-11-23,Pastelería La Estrella,Panetonera,3918.75,Tienda física,222.53,Ruta Sur,FedEx,2,5,Distribuidora Andina Sur,Carlos Huamán,Nacional,,Terrestre,,
Harina panetonera especial (50 kg),El Salvador,Santa Ana,319,Sí,USD,10352,2024-12-03,Mercado Centro,Panetonera,2352.67,Online,58.1,Ruta Sur,DHL,2,5,Harinas Express,Rosa Fernández,Exportación,CIF,Aéreo,CONT-577944,Callao
Harina panetonera especial (50 kg),Perú,Piura,249,No,PEN,10361,2024-12-17,Pastelería El Buen Sabor,Panetonera,1089.36,Distribuidor,254.1,Ruta Sur,DHL,4,3,Distribuciones Santa Clara,Ana Rojas,Nacional,,Terrestre,,
Harina panetonera especial (50 kg),Panamá,Ciudad de Panamá,261,No,USD,10373,2024-01-31,Canal Market,Panetonera,2701.12,Online,63.34,Ruta Centro,UPS,1,4,Logística Norte SAC,Lucía Ramírez,Exportación,FOB,Marítimo,CONT-250731,Paita
Harina panetonera especial (50 kg),Perú,Trujillo,396,No,PEN,10386,2024-03-01,Pastelería El Buen Sabor,Panetonera,2487.04,Online,104.33,Ruta Centro,DHL,1,4,Logística Norte SAC,Carlos Huamán,Nacional,,Terrestre,,
Harina panetonera especial (50 kg),Chile,Valparaíso,201,Sí,USD,10398,2024-03-30,Panadería La Vega,Panetonera,3910.32,Online,89.71,Ruta Norte,FedEx,3,1,Distribuidora Andina Sur,Carmen Vásquez,Exportación,FOB,Marítimo,CONT-094395,Matarani
Harina panetonera especial (50 kg),Perú,Lima,226,No,PEN,10400,2024-04-01,Bodega Santa Rosa,Panetonera,4038.8,Distribuidor,124.25,Ruta Centro,UPS,4,2,Harinas Express,Andrés Quispe,Nacional,,Terrestre,,
Harina panetonera especial (50 kg),EEUU,Houston,324,No,USD,10415,2024-05-09,Pantry Houston LLC,Panetonera,3070.4,Online,91.31,Ruta Centro,UPS,4,3,Harinas Express,Pedro Castillo,Exportación,DAP,Aéreo,CONT-541639,Callao
Harina pastelera premium (50 kg),Perú,Arequipa,358,No,PEN,10106,2024-02-17,Bodega Los Olivos,Pastelera,3763.46,Distribuidor,156.91,Ruta Sur,FedEx,3,5,TransHarinas SAC,Ana Rojas,Nacional,,Terrestre,,
Harina pastelera premium (50 kg),Perú,Chiclayo,366,Sí,PEN,10120,2024-04-29,Supermercado Túpac Amaru,Pastelera,2584.8,Online,134.07,Ruta Sur,FedEx,2,1,Harinas Express,María Torres,Nacional,,Terrestre,,
Harina pastelera premium (50 kg),Perú,Chiclayo,315,Sí,PEN,10131,2024-06-16,Pastelería El Buen Sabor,Pastelera,4427.6,Tienda física,296.24,Ruta Norte,FedEx,0,4,Distribuciones Santa Clara,Andrés Quispe,Nacional,,Terrestre,,
Harina pastelera premium (50 kg),Perú,Chiclayo,364,No,PEN,10143,2024-08-10,Supermercado Túpac Amaru,Pastelera,2152.02,Online,35.66,Ruta Sur,FedEx,3,2,Distribuciones Santa Clara,Diego Chávez,Nacional,,Terrestre,,
Harina pastelera premium (50 kg),Venezuela,Caracas,400,No,USD,10155,2024-10-06,Supermercado Orinoco,Pastelera,2353.4,Online,59.81,Ruta Centro,FedEx,2,5,TransHarinas SAC,Miguel Sánchez,Exportación,FOB,Aéreo,CONT-178737,Paita
Harina pastelera premium (50 kg),Perú,Arequipa,224,No,PEN,10168,2024-10-28,Bodega San Martín,Pastelera,3431.39,Tienda física,34.79,Ruta Norte,FedEx,4,1,Logística Norte SAC,Rosa Fernández,Nacional,,Terrestre,,
Harina pastelera premium (50 kg),Perú,Piura,303,No,PEN,10178,2024-11-08,Panadería San José,Pastelera,1930.5,Distribuidor,195.24,Ruta Norte,UPS,3,4,Logística Integral Perú,Andrés Quispe,Nacional,,Terrestre,,
Harina pastelera premium (50 kg),Perú,Lima,301,No,PEN,10198,2024-11-27,Minimarket Don Lucho,Pastelera,4774.56,Distribuidor,35.26,Ruta Sur,DHL,0,5,Distribuciones Santa Clara,Lucía Ramírez,Nacional,,Terrestre,,
Harina pastelera premium (50 kg),Perú,Chiclayo,348,No,PEN,10210,2024-01-12,Supermercado Mi Perú,Pastelera,2592.72,Online,254.2,Ruta Sur,DHL,1,5,Distribuciones Santa Clara,Juan Pérez,Nacional,,Terrestre,,
Harina pastelera premium (50 kg),Perú,Piura,341,No,PEN,10222,2024-02-19,Panadería San José,Pastelera,3246.75,Tienda física,163.34,Ruta Sur,UPS,3,4,Logística Norte SAC,Carlos Huamán,Nacional,,Terrestre,,
Harina pastelera premium (50 kg),Perú,Cusco,312,No,PEN,10235,2024-04-02,Panadería San José,Pastelera,3372.5,Distribuidor,167.56,Ruta Norte,DHL,0,4,Harinas Express,Rosa Fernández,Nacional,,Terrestre,,
Harina pastelera premium (50 kg),Chile,Valparaíso,268,No,USD,10250,2024-05-11,Pastelería Don Pedro,Pastelera,3909.15,Online,177.25,Ruta Sur,DHL,0,3,Logística Norte SAC,Miguel Sánchez,Exportación,CIF,Aéreo,CONT-107708,Callao
Harina pastelera premium (50 kg),Perú,Piura,272,No,PEN,10262,2024-06-24,Supermercado Túpac Amaru,Pastelera,2994.75,Tienda física,67.83,Ruta Centro,UPS,3,5,Distribuidora Andina Sur,Diego Chávez,Nacional,,Terrestre,,
Harina pastelera premium (50 kg),Venezuela,Caracas,302,No,USD,10275,2024-07-23,Supermercado Orinoco,Pastelera,4472.52,Distribuidor,75.35,Ruta Norte,DHL,2,4,Harinas Express,Pedro Castillo,Exportación,CIF,Aéreo,CONT-298251,Paita
Harina pastelera premium (50 kg),Chile,Santiago,390,No,USD,10284,2024-08-21,Panadería La Vega,Pastelera,4576.95,Distribuidor,109.27,Ruta Sur,DHL,3,1,Logística Integral Perú,Patricia Salazar,Exportación,CIF,Aéreo,CONT-449489,Callao
Harina pastelera premium (50 kg),Colombia,Medellín,252,No,USD,10296,2024-09-15,Panadería La Candelaria,Pastelera,2441.04,Tienda física,186.18,Ruta Centro,UPS,4,2,Logística Norte SAC,Carmen Vásquez,Exportación,CIF,Aéreo,CONT-724007,Paita
Harina pastelera premium (50 kg),Perú,Chiclayo,364,No,PEN,10308,2024-10-15,Bodega Los Olivos,Pastelera,3106.25,Tienda física,78.83,Ruta Centro,DHL,0,3,Logística Norte SAC,María Torres,Nacional,,Terrestre,,
Harina pastelera premium (50 kg),Perú,Cusco,363,No,PEN,10316,2024-11-01,Bodega Los Olivos,Pastelera,2706.41,Tienda física,52.57,Ruta Sur,FedEx,0,4,TransHarinas SAC,Carlos Huamán,Nacional,,Terrestre,,
Harina pastelera premium (50 kg),Perú,Piura,308,No,PEN,10328,2024-11-12,Panificadora Andina,Pastelera,4021.53,Tienda física,291.63,Ruta Centro,UPS,1,2,Logística Integral Perú,Patricia Salazar,Nacional,,Terrestre,,
Harina pastelera premium (50 kg),Perú,Lima,372,No,PEN,10340,2024-11-24,Bodega Los Olivos,Pastelera,4826.25,Online,26.15,Ruta Norte,DHL,0,3,Logística Norte SAC,Juan Pérez,Nacional,,Terrestre,,
Harina pastelera premium (50 kg),Perú,Lima,229,No,PEN,10352,2024-12-03,Panadería San José,Pastelera,4935.28,Tienda física,244.76,Ruta Norte,DHL,1,5,Harinas Express,María Torres,Nacional,,Terrestre,,
Harina pastelera premium (50 kg),Perú,Trujillo,217,No,PEN,10361,2024-12-17,Bodega San Martín,Pastelera,2754.7,Distribuidor,240.65,Ruta Centro,FedEx,0,2,TransHarinas SAC,Diego Chávez,Nacional,,Terrestre,,
Harina pastelera premium (50 kg),Perú,Lima,387,No,PEN,10375,2024-02-03,Bodega San Martín,Pastelera,3856.71,Distribuidor,103.22,Ruta Norte,UPS,0,3,Harinas Express,Rosa Fernández,Nacional,,Terrestre,,
Harina pastelera premium (50 kg),Perú,Arequipa,235,No,PEN,10386,2024-03-01,Bodega Los Olivos,Pastelera,3102.08,Online,57.98,Ruta Sur,UPS,3,4,Logística Norte SAC,Luis Gutiérrez,Nacional,,Terrestre,,
Harina pastelera premium (50 kg),Perú,Trujillo,354,No,PEN,10398,2024-03-30,Supermercado Mi Perú,Pastelera,1908.72,Distribuidor,60.78,Ruta Centro,DHL,3,4,Distribuciones Santa Clara,Patricia Salazar,Nacional,,Terrestre,,
Harina pastelera premium (50 kg),EEUU,Houston,227,Sí,USD,10401,2024-04-03,Latin Market Miami,Pastelera,7543.75,Distribuidor,215.28,Ruta Norte,FedEx,4,3,Distribuciones Santa Clara,Luis Gutiérrez,Exportación,CIF,Marítimo,CONT-675953,Paita
Harina pastelera premium (50 kg),Perú,Arequipa,264,No,PEN,10416,2024-05-10,Supermercado Túpac Amaru,Pastelera,2457.18,Tienda física,199.99,Ruta Sur,FedEx,2,5,Distribuidora Andina Sur,Andrés Quispe,Nacional,,Terrestre,,
Harina galletera especial (50 kg),Guatemala,Ciudad de Guatemala,387,No,USD,10105,2024-02-11,Supermercado Quetzal,Galletera,2038.87,Distribuidor,239.17,Ruta Sur,FedEx,4,3,Harinas Express,Andrés Quispe,Exportación,CIF,Marítimo,CONT-801447,Paita
Harina galletera especial (50 kg),El Salvador,Santa Ana,338,No,USD,10119,2024-04-28,Panadería Cuscatlán,Galletera,2499.26,Online,282.49,Ruta Norte,FedEx,0,1,TransHarinas SAC,Lucía Ramírez,Exportación,FOB,Marítimo,CONT-924429,Paita
Harina galletera especial (50 kg),Cuba,La Habana,306,No,USD,10129,2024-06-12,Panadería El Malecón,Galletera,3838.05,Tienda física,213.74,Ruta Centro,FedEx,4,3,TransHarinas SAC,Carmen Vásquez,Exportación,DAP,Marítimo,CONT-695126,Paita
Harina galletera especial (50 kg),El Salvador,Santa Ana,233,No,USD,10143,2024-08-10,Panadería Cuscatlán,Galletera,2643.99,Tienda física,63.64,Ruta Sur,FedEx,3,3,Distribuciones Santa Clara,Patricia Salazar,Exportación,DAP,Aéreo,CONT-388121,Matarani
Harina galletera especial (50 kg),Guatemala,Quetzaltenango,292,No,USD,10154,2024-10-02,Panadería Chapina,Galletera,2315.88,Online,88.16,Ruta Sur,UPS,0,4,TransHarinas SAC,Carmen Vásquez,Exportación,CIF,Marítimo,CONT-011796,Paita
Harina galletera especial (50 kg),Chile,Valparaíso,341,No,USD,10167,2024-10-23,Supermercado Mapocho,Galletera,3225.06,Tienda física,255.81,Ruta Sur,DHL,0,5,Distribuidora Andina Sur,Pedro Castillo,Exportación,FOB,Marítimo,CONT-486421,Paita
Harina galletera especial (50 kg),Cuba,Santiago de Cuba,299,No,USD,10177,2024-11-07,Bodega Habana Centro,Galletera,2451.84,Tienda física,78.61,Ruta Sur,DHL,4,3,TransHarinas SAC,Carmen Vásquez,Exportación,DAP,Aéreo,CONT-542430,Callao
Harina galletera especial (50 kg),Perú,Arequipa,347,No,PEN,10185,2024-11-14,Supermercado El Sol,Galletera,2254.98,Online,40.31,Ruta Centro,FedEx,1,2,Logística Integral Perú,Luis Gutiérrez,Nacional,,Terrestre,,
Harina galletera especial (50 kg),Perú,Chiclayo,365,No,PEN,10197,2024-11-26,Panadería Doña Rosa,Galletera,3939.5,Tienda física,216.92,Ruta Norte,UPS,2,4,Harinas Express,Pedro Castillo,Nacional,,Terrestre,,
Harina galletera especial (50 kg),Perú,Chiclayo,248,No,PEN,10208,2024-01-02,Minimarket Don Lucho,Galletera,3424.7,Online,132.71,Ruta Norte,UPS,4,4,Logística Integral Perú,Patricia Salazar,Nacional,,Terrestre,,
Harina galletera especial (50 kg),Perú,Cusco,282,No,PEN,10222,2024-02-19,Panificadora InkaPan,Galletera,2914.2,Online,277.61,Ruta Norte,FedEx,4,3,Distribuciones Santa Clara,Patricia Salazar,Nacional,,Terrestre,,
Harina galletera especial (50 kg),Perú,Piura,230,No,PEN,10233,2024-03-29,Panificadora InkaPan,Galletera,2389.6,Distribuidor,202.07,Ruta Sur,DHL,2,2,TransHarinas SAC,María Torres,Nacional,,Terrestre,,
Harina galletera especial (50 kg),Perú,Cusco,243,No,PEN,10248,2024-05-07,Bodega Los Olivos,Galletera,2428.48,Distribuidor,45.32,Ruta Centro,FedEx,0,3,Harinas Express,Pedro Castillo,Nacional,,Terrestre,,
Harina galletera especial (50 kg),Guatemala,Quetzaltenango,228,Sí,USD,10261,2024-06-17,Supermercado Quetzal,Galletera,3021.48,Tienda física,285.4,Ruta Norte,UPS,0,2,Distribuidora Andina Sur,Pedro Castillo,Exportación,DAP,Marítimo,CONT-868765,Matarani
Harina galletera especial (50 kg),Perú,Trujillo,393,No,PEN,10273,2024-07-21,Bodega Santa Rosa,Galletera,2610.72,Tienda física,92.4,Ruta Centro,FedEx,1,4,Distribuidora Andina Sur,María Torres,Nacional,,Terrestre,,
Harina galletera especial (50 kg),Guatemala,Quetzaltenango,364,No,USD,10283,2024-08-20,Supermercado Quetzal,Galletera,3091.19,Online,114.42,Ruta Norte,DHL,4,2,Logística Norte SAC,Andrés Quispe,Exportación,DAP,Marítimo,CONT-839438,Matarani
Harina galletera especial (50 kg),Perú,Trujillo,280,Sí,PEN,10295,2024-09-10,Supermercado Mi Perú,Galletera,2576.2,Tienda física,132.63,Ruta Sur,DHL,2,3,Distribuciones Santa Clara,Carlos Huamán,Nacional,,Terrestre,,
Harina galletera especial (50 kg),Perú,Cusco,355,No,PEN,10306,2024-10-14,Panadería El Trigal,Galletera,3232.31,Online,34.34,Ruta Norte,UPS,4,1,TransHarinas SAC,Lucía Ramírez,Nacional,,Terrestre,,
Harina galletera especial (50 kg),El Salvador,San Salvador,323,Sí,USD,10316,2024-11-01,Panadería Cuscatlán,Galletera,3573.6,Online,159.02,Ruta Sur,FedEx,3,1,Distribuidora Andina Sur,Carmen Vásquez,Exportación,FOB,Marítimo,CONT-544147,Callao
Harina galletera especial (50 kg),Perú,Piura,388,No,PEN,10327,2024-11-10,Panadería Doña Rosa,Galletera,2022.51,Tienda física,54.53,Ruta Sur,FedEx,4,2,Logística Norte SAC,Juan Pérez,Nacional,,Terrestre,,
Harina galletera especial (50 kg),Perú,Cusco,391,No,PEN,10339,2024-11-23,Supermercado El Sol,Galletera,3717.5,Online,132.27,Ruta Norte,UPS,4,3,Distribuciones Santa Clara,Andrés Quispe,Nacional,,Terrestre,,
Harina galletera especial (50 kg),Perú,Lima,368,Sí,PEN,10350,2024-12-02,Bodega Santa Rosa,Galletera,2185.15,Distribuidor,118.2,Ruta Centro,FedEx,3,5,Logística Norte SAC,Patricia Salazar,Nacional,,Terrestre,,
Harina galletera especial (50 kg),Cuba,La Habana,274,No,USD,10373,2024-01-31,Panadería El Malecón,Galletera,2883.53,Tienda física,236.4,Ruta Sur,UPS,3,1,Logística Norte SAC,Andrés Quispe,Exportación,FOB,Marítimo,CONT-867477,Callao
Harina galletera especial (50 kg),Perú,Arequipa,256,Sí,PEN,10386,2024-03-01,Bodega Los Olivos,Galletera,5017.57,Distribuidor,244.89,Ruta Centro,FedEx,2,4,Distribuidora Andina Sur,Diego Chávez,Nacional,,Terrestre,,
Harina galletera especial (50 kg),Perú,Arequipa,211,No,PEN,10397,2024-03-28,Pastelería El Buen Sabor,Galletera,1463.0,Tienda física,62.96,Ruta Norte,DHL,0,3,Distribuciones Santa Clara,Andrés Quispe,Nacional,,Terrestre,,
Harina galletera especial (50 kg),El Salvador,Santa Ana,331,No,USD,10414,2024-05-06,Panadería Cuscatlán,Galletera,2352.59,Online,122.63,Ruta Sur,UPS,1,3,Logística Integral Perú,Lucía Ramírez,Exportación,CIF,Marítimo,CONT-974343,Callao
Harina integral (50 kg),Perú,Piura,243,No,PEN,10103,2024-01-29,Pastelería El Buen Sabor,Integral,4460.82,Tienda física,124.54,Ruta Centro,FedEx,3,1,TransHarinas SAC,Andrés Quispe,Nacional,,Terrestre,,
Harina integral (50 kg),El Salvador,Santa Ana,365,No,USD,10114,2024-04-01,Mercado Centro,Integral,4758.18,Distribuidor,62.39,Ruta Sur,FedEx,0,5,Distribuidora Andina Sur,María Torres,Exportación,DAP,Marítimo,CONT-607314,Matarani
Harina integral (50 kg),Perú,Trujillo,268,No,PEN,10126,2024-05-28,Pastelería El Buen Sabor,Integral,4597.2,Online,243.57,Ruta Norte,FedEx,2,4,Harinas Express,María Torres,Nacional,,Terrestre,,
Harina integral (50 kg),Colombia,Medellín,346,No,USD,10140,2024-07-24,Pastelería Antioqueña,Integral,4114.8,Tienda física,218.02,Ruta Sur,UPS,4,5,Logística Integral Perú,Pedro Castillo,Exportación,CIF,Marítimo,CONT-655403,Callao
Harina integral (50 kg),Perú,Cusco,400,No,PEN,10150,2024-09-19,Bodega San Martín,Integral,2104.0,Tienda física,73.31,Ruta Norte,DHL,2,4,Distribuidora Andina Sur,Diego Chávez,Nacional,,Terrestre,,
Harina integral (50 kg),El Salvador,Santa Ana,226,No,USD,10164,2024-10-21,Mercado Centro,Integral,3195.27,Tienda física,122.68,Ruta Centro,FedEx,2,1,Logística Integral Perú,Rosa Fernández,Exportación,DAP,Marítimo,CONT-484715,Matarani
Harina integral (50 kg),El Salvador,Santa Ana,246,No,USD,10175,2024-11-06,Mercado Centro,Integral,3611.16,Distribuidor,49.63,Ruta Sur,UPS,3,3,Harinas Express,Carmen Vásquez,Exportación,CIF,Marítimo,CONT-294221,Matarani
Harina integral (50 kg),Cuba,La Habana,273,No,USD,10183,2024-11-13,Bodega Habana Centro,Integral,2000.77,Distribuidor,195.9,Ruta Centro,FedEx,1,4,Logística Norte SAC,Rosa Fernández,Exportación,CIF,Aéreo,CONT-163068,Callao
Harina integral (50 kg),Perú,Lima,244,No,PEN,10194,2024-11-25,Bodega Los Olivos,Integral,2314.26,Tienda física,53.98,Ruta Norte,DHL,3,3,Logística Norte SAC,Andrés Quispe,Nacional,,Terrestre,,
Harina integral (50 kg),Colombia,Medellín,229,No,USD,10206,2024-12-05,Distribuidora Caribe,Integral,3871.89,Online,296.06,Ruta Norte,DHL,4,2,Harinas Express,Patricia Salazar,Exportación,CIF,Aéreo,CONT-171783,Matarani
Harina integral (50 kg),Guatemala,Ciudad de Guatemala,223,No,USD,10217,2024-02-04,Supermercado Quetzal,Integral,2728.0,Online,238.59,Ruta Centro,DHL,3,2,Harinas Express,Juan Pérez,Exportación,CIF,Marítimo,CONT-952381,Paita
Harina integral (50 kg),Chile,Valparaíso,210,No,USD,10229,2024-03-11,Distribuidora Andina Chile,Integral,5614.0,Distribuidor,129.27,Ruta Centro,UPS,4,1,Harinas Express,Rosa Fernández,Exportación,FOB,Aéreo,CONT-065294,Matarani
Harina integral (50 kg),Panamá,Colón,276,Sí,USD,10245,2024-05-04,Canal Market,Integral,4628.8,Online,182.0,Ruta Norte,FedEx,3,1,Logística Integral Perú,Carmen Vásquez,Exportación,FOB,Aéreo,CONT-474463,Matarani
Harina integral (50 kg),Perú,Arequipa,224,No,PEN,10258,2024-06-15,Panificadora InkaPan,Integral,3641.4,Distribuidor,275.18,Ruta Centro,UPS,1,1,Distribuciones Santa Clara,Rosa Fernández,Nacional,,Terrestre,,
Harina integral (50 kg),Perú,Trujillo,369,No,PEN,10270,2024-07-19,Bodega San Martín,Integral,4048.0,Tienda física,175.15,Ruta Norte,FedEx,0,2,Harinas Express,Pedro Castillo,Nacional,,Terrestre,,
Harina integral (50 kg),El Salvador,Santa Ana,387,No,USD,10281,2024-08-19,Panadería Cuscatlán,Integral,2321.46,Distribuidor,68.86,Ruta Centro,UPS,1,4,Distribuciones Santa Clara,Diego Chávez,Exportación,FOB,Aéreo,CONT-151139,Callao
Harina integral (50 kg),Perú,Arequipa,385,No,PEN,10291,2024-09-08,Pastelería Dulce Hogar,Integral,3256.96,Distribuidor,126.04,Ruta Norte,FedEx,3,5,Logística Norte SAC,Luis Gutiérrez,Nacional,,Terrestre,,
Harina integral (50 kg),Perú,Piura,345,No,PEN,10304,2024-10-11,Panadería El Trigal,Integral,4208.0,Tienda física,256.08,Ruta Norte,UPS,2,1,Harinas Express,Patricia Salazar,Nacional,,Terrestre,,
Harina integral (50 kg),Perú,Arequipa,379,Sí,PEN,10313,2024-10-22,Supermercado Túpac Amaru,Integral,2973.9,Online,200.38,Ruta Sur,FedEx,0,5,Logística Integral Perú,Carmen Vásquez,Nacional,,Terrestre,,
